f_1,f_2,f_3,f_4,f_5,f_6,f_7,e_1,e_2,e_3,e_4,t,y,y_obs
0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.6556442417331809,0.9791604572846229,0.20308815546498107,0.6556442417331809,0.49483863012671603,0.508620689655168
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.4270239452679587,0.5971563880002366,-0.8021248333461014,0.4270239452679587,0.9990241619202882,0.9913793103448191
0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.5364880273660202,0.9927048565279742,-0.1205697633147462,0.5364880273660202,0.9625275134566605,0.9741379310344744
0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.34150513112884817,-0.979364619661254,-0.20210131557158992,0.34150513112884817,0.9167299076638284,0.9224137931034404
0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.3677309007981754,-0.4466439986096743,0.89471176280742,0.3677309007981754,0.43898661822906987,0.4396551724137893
0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.8198403648802732,-0.1507369985197089,-0.988573900766791,0.8198403648802732,0.9202038312189977,0.9224137931034404
0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.04389965792474342,0.8114387871591106,-0.5844374172601817,0.04389965792474342,0.9976392837410136,0.9913793103448191
0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.24914481185860876,-0.10891353889670488,0.9940512265698361,0.24914481185860876,0.8824330289710303,0.8793103448275786
0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.8511972633979471,-0.9890144798201947,0.14781866832707322,0.8511972633979471,0.4203737327132439,0.4224137931034447
0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.2405929304446977,-0.5113234633129686,0.8593883382183115,0.2405929304446977,0.9333774799570316,0.939655172413785
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1733181299885974,0.6881030011185887,-0.725613023485378,0.1733181299885974,0.44599475112560893,0.4482758620689617
0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.923603192702394,0.8097524859106028,-0.586771600847893,0.923603192702394,0.7327668435436985,0.7327586206896489
0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.9999999999999994,-0.26237485370395625,0.9649660284921059,0.9999999999999994,0.9035197002060658,0.913793103448268
0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.23261117445838073,-0.8050809289735207,0.5931649836286133,0.23261117445838073,0.017158698239211317,0.02586206896551702
0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.40706955530216626,0.9977647349783504,0.06682464839849497,0.40706955530216626,0.6845101280784485,0.6810344827586149
0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.22976054732041037,-0.8811757227816776,0.47278890171004223,0.22976054732041037,0.010826950563952276,0.008620689655172339
0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.11630558722919036,-0.4510183013866436,0.8925147011754521,0.11630558722919036,0.8601592186953441,0.8534482758620616
0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.30729760547320395,0.3363920099142595,-0.9417220479875391,0.30729760547320395,0.7555904550191548,0.7499999999999936
0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.20923603192702384,-0.8608937135997037,-0.5087848404625586,0.20923603192702384,0.07566347192921816,0.07758620689655106
0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.8523375142531352,-0.978984600593131,0.20393418497522237,0.8523375142531352,0.026835672831145213,0.02586206896551702
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.04903078677309006,0.6365783002486579,-0.7712120769623162,0.04903078677309006,0.06122876403162583,0.06896551724137871
0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.58266818700114,-0.7572390396133528,-0.6531378391162521,0.58266818700114,0.3177870007923156,0.31034482758620424
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.25655644241733166,0.2584830019238048,0.9660158061421452,0.25655644241733166,0.6668690970408744,0.6724137931034425
0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.32041049030786756,-0.30749679510870875,-0.9515491164400675,0.32041049030786756,0.01577794018658884,0.008620689655172339
0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.9515393386545035,-0.4377342622383299,-0.8991043964204962,0.9515393386545035,0.824004637799471,0.8189655172413723
0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.2098061573546179,-0.8750455474703509,-0.4840405869886466,0.2098061573546179,0.06968751949817598,0.06896551724137871
1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.054161915621436685,0.42004678453113714,-0.90750245112895,0.054161915621436685,0.3680459275931076,0.3706896551724106
0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.2799315849486886,0.990133816602932,0.1401250342348268,0.2799315849486886,0.9758109986159088,0.9655172413793021
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7702394526795892,0.726256718697276,0.6874235801505982,0.7702394526795892,0.3929602880759438,0.37931034482758297
0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.3683010262257695,-0.4209610955523695,0.9070786934061171,0.3683010262257695,0.32199715484365865,0.32758620689654894
0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.6909920182440134,0.007918194542488195,-0.9999686506062015,0.6909920182440134,0.9885887457439944,0.9913793103448191
0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.1653363740022804,0.9159862523816176,-0.4012096527351748,0.1653363740022804,0.9894572209358952,0.9999999999999915
0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.9190421892816415,0.9214437407174674,-0.38851181795744716,0.9190421892816415,0.0939942431245846,0.09482758620689574
0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.9863169897377418,-0.8132019551816841,0.5819815977234042,0.9863169897377418,0.08207467215638076,0.09482758620689574
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.05302166476624855,0.47107530092498456,-0.8820930001187148,0.05302166476624855,0.432112490617872,0.431034482758617
0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.882554161915621,0.14489905052134414,0.989446443804824,0.882554161915621,0.9721381195564812,0.9655172413793021
0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.9828962371721773,-0.9003924079035517,0.435078742056704,0.9828962371721773,0.07253884863826815,0.07758620689655106
0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.2799315849486886,0.990133816602932,0.1401250342348268,0.2799315849486886,0.350532703052918,0.3620689655172383
1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5952109464082095,-0.9964249996078812,-0.08448207002929016,0.5952109464082095,1.00044868795932,0.9999999999999915
0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.45952109464082075,-0.8332202043750041,-0.5529413088396239,0.45952109464082075,0.9662359448756963,0.9655172413793021
0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.6824401368301023,0.4218749790727755,-0.9066540145128928,0.6824401368301023,0.02770806054844943,0.017241379310344678
0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.8278221208665902,-0.5230295151587675,-0.8523145700225853,0.8278221208665902,1.0013169168624263,0.9999999999999915
0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.30330672748004545,0.5163873248897798,-0.8563551428543984,0.30330672748004545,0.6260868116865189,0.6206896551724085
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.6984036488027362,-0.35476550882876234,-0.9349553110953855,0.6984036488027362,0.8630395174410721,0.8706896551724064
1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.5946408209806154,-0.993612233139321,-0.11284826164319645,0.5946408209806154,0.9136716498458652,0.913793103448268
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.20467502850627128,-0.7235789982884572,-0.6902415759977611,0.20467502850627128,0.2537330950624831,0.24999999999999786
0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.5849486887115163,-0.8266344868511087,-0.5627392159325705,0.5849486887115163,0.43923652097280386,0.4396551724137893
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5473204104903076,0.7884674477203243,-0.6150764862075268,0.5473204104903076,0.9952902419883619,0.9827586206896467
0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.6624857468643098,0.9905529189923339,-0.13713101281536086,0.6624857468643098,0.13724855942437578,0.1293103448275851
0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.11003420752565558,-0.7043272021980879,0.7098754765758668,0.11003420752565558,0.9839431451940404,0.9741379310344744
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.38027366020524495,0.16339121281608515,0.9865613572274604,0.38027366020524495,0.6070556828744742,0.6206896551724085
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.8945267958950964,0.6772677594246295,0.7357366254604581,0.8945267958950964,0.7863889532001387,0.784482758620683
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8078677309007978,0.43254892988515686,-0.9016104609282245,0.8078677309007978,0.489570982123814,0.49137931034482335
0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.08038768529076393,-0.7693299229924899,-0.6388516804301055,0.08038768529076393,0.3972887574382481,0.3879310344827553
0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.004561003420752563,0.22607860843537422,0.9741090610439495,0.004561003420752563,0.30836326778603323,0.3017241379310319
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.36488027366020503,-0.569207984949703,0.8221935720190828,0.36488027366020503,0.9285848848545727,0.9310344827586127
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.4412770809578105,-0.0726414351289121,-0.9973581211893809,0.4412770809578105,0.9615912650392267,0.9741379310344744
0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.7440136830102618,-0.47804511697937724,0.8783352811610002,0.7440136830102618,0.4924468960894739,0.48275862068965103
0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5524515393386542,0.6065841228524664,-0.7950193091386548,0.5524515393386542,0.606267114990741,0.6120689655172361
0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.20866590649942976,-0.8460423584054321,-0.5331156795516093,0.20866590649942976,0.6635249944090702,0.6637931034482701
0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.5524515393386542,0.6065841228524664,-0.7950193091386548,0.5524515393386542,0.017984524092202137,0.02586206896551702
0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.18472063854047882,0.187627346642737,-0.98224028566935,0.18472063854047882,0.011370568143111548,0.017241379310344678
0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.5889395667046747,-0.9217791148335941,-0.3877154413440296,0.5889395667046747,0.14213357767792462,0.1293103448275851
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.7086659064994295,-0.7680407714138422,-0.6404009474118776,0.7086659064994295,0.7506116823595314,0.7499999999999936
0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.3124287343215506,0.08641862381285541,-0.9962589128626614,0.3124287343215506,0.06341756215800493,0.06034482758620638
0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.24743443557582656,-0.19342201397440745,0.9811156529737379,0.24743443557582656,0.8846636071280223,0.8706896551724064
0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.5598631698973772,0.27748506989709115,-0.9607299495613774,0.5598631698973772,0.1703942088044968,0.18103448275861914
0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.1522234891676168,0.970666875533807,0.24042840252648426,0.1522234891676168,0.8494306155929043,0.8534482758620616
0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.7548460661345492,0.0431780359383363,0.9990673937290256,0.7548460661345492,0.02080203857633589,0.034482758620689356
0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.5444697833523372,0.8678432216463132,-0.4968381453175147,0.5444697833523372,0.0720802065407456,0.06896551724137871
0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.2098061573546179,-0.8750455474703509,-0.4840405869886466,0.2098061573546179,0.11841025698027009,0.1293103448275851
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.7343215507411627,-0.8321837215678599,0.5545000032078148,0.7343215507411627,0.6810891665116752,0.6896551724137872
0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.31641961231470905,-0.11277690778664098,-0.9936203344688972,0.31641961231470905,0.5558120140035203,0.5431034482758574
0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.5250855188141388,0.9007680289660644,0.434300538789202,0.5250855188141388,0.009195323854853027,0.008620689655172339
0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.15165336374002272,0.9634197275472407,0.2679970682168013,0.15165336374002272,0.7930971096489614,0.7931034482758552
0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.3677309007981754,-0.4466439986096743,0.89471176280742,0.3677309007981754,0.6179054024731871,0.6293103448275809
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.3683010262257695,-0.4209610955523695,0.9070786934061171,0.3683010262257695,0.6730491497888218,0.6637931034482701
0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.36374002280501694,-0.6151331062711847,0.7884232756388941,0.36374002280501694,0.3280592546547123,0.33620689655172126
0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.41106043329532477,0.9912123137893462,-0.13228056921698916,0.41106043329532477,0.9784886146412742,0.9913793103448191
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.39908779931584926,0.8933896424065604,0.44928270258343805,0.39908779931584926,0.20561410108182782,0.20689655172413615
0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.31128848346636245,0.14304670154296725,-0.9897159396400955,0.31128848346636245,0.921943280020983,0.9224137931034404
0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.2799315849486886,0.990133816602932,0.1401250342348268,0.2799315849486886,0.22864405411769972,0.24137931034482552
0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.6550741163055869,0.9729741456187702,0.23091407916674223,0.6550741163055869,0.5920221551745994,0.5775862068965467
0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.4486887115165334,-0.4289110780569238,-0.9033467147889824,0.4486887115165334,0.026535282128883945,0.034482758620689356
0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.47662485746864286,-0.9639579119242491,0.2660547763875739,0.47662485746864286,0.8968971294525299,0.9051724137930957
0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.3683010262257695,-0.4209610955523695,0.9070786934061171,0.3683010262257695,0.6902455532662326,0.6982758620689595
0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.4446978335233749,-0.24133676892039074,-0.9704414273757414,0.4446978335233749,0.9853665758682977,0.9827586206896467
0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2041049030786772,-0.7036114763816186,-0.7105848931015063,0.2041049030786772,0.9863170380855243,0.9999999999999915
0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.5199543899657922,0.7610811682238607,0.6486566544598178,0.5199543899657922,0.591462765274572,0.6034482758620638
0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.8238312428734317,-0.3437033314390803,-0.9390782821243805,0.8238312428734317,0.9514586492902704,0.9655172413793021
0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.45324971493728594,-0.6220335357315394,-0.7829906004706058,0.45324971493728594,0.0720832025624116,0.0862068965517234
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.9224629418472059,0.8418720414135582,-0.5396771867386725,0.9224629418472059,0.9197787291705448,0.9051724137930957
0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.8084378563283918,0.4066751237915575,-0.913572845310718,0.8084378563283918,0.2065398876320444,0.20689655172413615
0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.890535917901938,0.5179893884273099,0.8553870430844165,0.890535917901938,0.7522989960292461,0.7586206896551659
0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5929304446978332,-0.9803421810289107,-0.19730486080043427,0.5929304446978332,0.8570556265549136,0.8534482758620616
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.25256556442417316,0.061868070408320965,0.9980843360477866,0.25256556442417316,0.37252769221576754,0.3706896551724106
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.2810718358038767,0.9965096294107889,0.08347789223244712,0.2810718358038767,0.04806783035531759,0.034482758620689356
0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.30387685290763955,0.49176934291490587,-0.8707255097727651,0.30387685290763955,0.6954212811851742,0.6896551724137872
0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.07981755986316985,-0.7508085494864599,-0.6605198876779096,0.07981755986316985,0.14307853902480733,0.1293103448275851
0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.7069555302166473,-0.7105343633208849,-0.7036625032927255,0.7069555302166473,0.6229529706050254,0.6120689655172361
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.6607753705815276,0.9986459299999971,-0.05202217310379387,0.6607753705815276,0.5510233136512206,0.5517241379310297
0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.4760547320410488,-0.971149481259676,0.23847156025208224,0.4760547320410488,0.9246151043014804,0.913793103448268
0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.8546180159635115,-0.9494239950850418,0.3139969387697254,0.8546180159635115,0.8588875400667888,0.8706896551724064
0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.7314709236031923,-0.9025113503013872,0.43066606852312694,0.7314709236031923,0.7825828738666298,0.784482758620683
0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.63169897377423,0.1682185170444536,0.9857497301665189,0.63169897377423,0.30949954904735755,0.31034482758620424
0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.437286202964652,0.1264986045466452,-0.9919667852543004,0.437286202964652,0.9253059674602817,0.913793103448268
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.25256556442417316,0.061868070408320965,0.9980843360477866,0.25256556442417316,0.200461275489525,0.20689655172413615
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.25313568985176726,0.09029074464185759,0.9959154489373175,0.25313568985176726,0.20203599569189298,0.20689655172413615
0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.7559863169897374,0.10003640179500033,0.9949837779159563,0.7559863169897374,0.48549366560665136,0.4999999999999957
0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.09977194982896231,-0.9620963274201395,0.27270983987505865,0.09977194982896231,0.43604145026549246,0.4396551724137893
0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.45210946408209784,-0.5764067656255082,-0.817162921663202,0.45210946408209784,0.32364188609461264,0.31896551724137656
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.988027366020524,-0.7605203713952486,0.6493140724586471,0.988027366020524,0.41882910851688926,0.431034482758617
0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.23603192702394515,-0.6923741383475208,0.7215386701678075,0.23603192702394515,0.9848453000664362,0.9827586206896467
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.9498289623717213,-0.3593379063451169,-0.9332075166132707,0.9498289623717213,0.6840511603233366,0.6724137931034425
0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.5883694412770807,-0.9103537930965528,-0.41383084877123233,0.5883694412770807,0.2454542605109793,0.24137931034482552
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.08152793614595207,-0.8044827655451643,-0.593975992731023,0.08152793614595207,0.25386437065223855,0.26724137931034253
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25142531356898506,0.004895044541132419,0.9999880191977004,0.25142531356898506,0.43685802584749256,0.431034482758617
0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0769669327251995,-0.64936868549059,-0.7604737407065568,0.0769669327251995,0.866666971451762,0.8706896551724064
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.03819840364880272,0.9430464864812751,-0.3326609750712013,0.03819840364880272,0.012222156023567403,0.017241379310344678
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.24344355758266806,-0.38406296089082403,0.9233069056775073,0.24344355758266806,0.8619670504577797,0.862068965517234
0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.3198403648802735,-0.280250422652073,-0.959926924616314,0.3198403648802735,0.9019872624792507,0.913793103448268
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9982896237172173,-0.3438382026095857,0.9390289081951682,0.9982896237172173,0.8707530959402427,0.8793103448275786
1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.16590649942987448,0.904178666590445,-0.4271544672395744,0.16590649942987448,0.7326553581781219,0.7327586206896489
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.4600912200684148,-0.8486418471361801,-0.5289678773699705,0.4600912200684148,0.922939717012361,0.913793103448268
0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.907069555302166,0.9801428517235431,0.19829268825461202,0.907069555302166,0.26768262013753324,0.26724137931034253
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6647662485746861,0.968517932859063,-0.24894379632842425,0.6647662485746861,0.1468719322879769,0.14655172413792977
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.20524515393386533,-0.7429585742843976,-0.6693374013883397,0.20524515393386533,0.25354368458056764,0.26724137931034253
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.5627137970353475,0.13820028412111124,-0.9904043020246045,0.5627137970353475,0.39101148275527,0.37931034482758297
0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.9988597491448113,-0.3169339216212369,0.9484476207602525,0.9988597491448113,0.3049638668532526,0.31034482758620424
0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.6624857468643098,0.9905529189923339,-0.13713101281536086,0.6624857468643098,0.21080323566347783,0.20689655172413615
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5877993158494866,-0.8981887611255402,-0.43960999691518277,0.5877993158494866,0.2610756575032391,0.27586206896551485
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.2098061573546179,-0.8750455474703509,-0.4840405869886466,0.2098061573546179,0.25791946102209107,0.26724137931034253
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.6043329532497146,-0.9317775378376967,0.3630297783668987,0.6043329532497146,0.9934043246818341,0.9913793103448191
0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.5193842645381981,0.7422836805932144,0.6700857687826172,0.5193842645381981,0.49603367969680423,0.48275862068965103
0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.8551881413911055,-0.9400885969340179,0.34093024200652805,0.8551881413911055,0.812931743214574,0.8103448275862
0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.32440136830102606,-0.4900134193836837,-0.8717148896421982,0.32440136830102606,0.029547868105216715,0.034482758620689356
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.63169897377423,0.1682185170444536,0.9857497301665189,0.63169897377423,0.1204707001330812,0.1293103448275851
0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.9538198403648798,-0.5371901379363011,-0.8434611761687539,0.9538198403648798,0.1912444279604368,0.18965517241379148
0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.24116305587229178,-0.4866210852844388,0.8736131405585625,0.24116305587229178,0.8334604370452132,0.8448275862068894
0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.6790193842645379,0.5700362512698726,-0.8216195422689206,0.6790193842645379,0.002816101941280902,0.017241379310344678
0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.413340935005701,0.9697249202084524,-0.24419987536178436,0.413340935005701,0.6252893768023587,0.6206896551724085
0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.8107183580387681,0.3000896124053661,-0.9539110149937452,0.8107183580387681,0.3427418752456683,0.33620689655172126
0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.2816419612314708,0.9984840924017455,0.05504105032303234,0.2816419612314708,0.749428067806317,0.7413793103448212
0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.8306727480045606,-0.6387964314425876,-0.7693757984081744,0.8306727480045606,0.9025946654535324,0.913793103448268
0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.2759407069555301,0.9427107726728885,0.33361114952364174,0.2759407069555301,0.7924654413945847,0.7931034482758552
0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.4526795895096919,-0.5994636985365448,-0.8004019453605086,0.4526795895096919,0.8724814187919249,0.8706896551724064
0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.9595210946408205,-0.7527074595516731,-0.6583551323831739,0.9595210946408205,0.10724372391968609,0.09482758620689574
0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.8517673888255411,-0.9843994783263017,0.175947910106671,0.8517673888255411,0.24668994609762274,0.24999999999999786
0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.3175598631698972,-0.16921180865812158,-0.9855797095165095,0.3175598631698972,0.5516179998274093,0.5603448275862021
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.28050171037628263,0.9937254500472337,0.11184690397334422,0.28050171037628263,0.14949934738103218,0.14655172413792977
0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.5444697833523372,0.8678432216463132,-0.4968381453175147,0.5444697833523372,0.9614939687435637,0.9655172413793021
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.907069555302166,0.9801428517235431,0.19829268825461202,0.907069555302166,0.2465231979400642,0.24999999999999786
0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.05644241733181297,0.31406511826728445,-0.9494014437990691,0.05644241733181297,0.3406977614475988,0.33620689655172126
0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.3683010262257695,-0.4209610955523695,0.9070786934061171,0.3683010262257695,0.5481378218206167,0.5517241379310297
0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.883124287343215,0.17304179048723037,0.9849144829603093,0.883124287343215,0.3606838242442297,0.3706896551724106
0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.8819840364880269,0.11663857247234125,0.9931744274857333,0.8819840364880269,0.9352298139452748,0.9310344827586127
0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.1562143671607753,0.9990642904394746,0.04324978114013116,0.1562143671607753,0.9925025074968522,0.9999999999999915
0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.5199543899657922,0.7610811682238607,0.6486566544598178,0.5199543899657922,0.16482127015862783,0.15517241379310212
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.995438996579247,-0.47373989929200455,0.8806648101399311,0.995438996579247,0.46867005868736006,0.456896551724134
0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.41106043329532477,0.9912123137893462,-0.13228056921698916,0.41106043329532477,0.02255467670443559,0.02586206896551702
0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.3791334093500568,0.10690983318432938,0.9942687199990244,0.3791334093500568,0.7242048079720206,0.7327586206896489
