f_1,f_2,f_3,f_4,f_5,e_1,e_2,e_3,e_4,t,y,y_obs
1.0,1.0,1.0,0.0,1.0,1.0,0.7462941847206381,-0.3750054069121549,0.9270226236649508,0.7462941847206381,0.9889679522040915,0.9827586206896467
0.0,1.0,1.0,1.0,1.0,1.0,0.624287343215507,-0.2001973800684728,0.9797555863651504,0.624287343215507,0.895838644060556,0.9051724137930957
0.0,0.0,1.0,1.0,0.0,1.0,0.2776510832383123,0.9677608977996855,0.2518706904146389,0.2776510832383123,0.3677411863966051,0.37931034482758297
1.0,0.0,0.0,0.0,0.0,1.0,0.4526795895096919,-0.5994636985365448,-0.8004019453605086,0.4526795895096919,0.5646260320608436,0.5689655172413745
0.0,0.0,0.0,1.0,1.0,1.0,0.22576966932725187,-0.957407935575478,0.2887387138869701,0.22576966932725187,0.9769319137353241,0.9827586206896467
0.0,0.0,0.0,1.0,0.0,1.0,0.8523375142531352,-0.978984600593131,0.20393418497522237,0.8523375142531352,0.1438224712492297,0.13793103448275743
0.0,1.0,0.0,0.0,0.0,1.0,0.3044469783352336,0.4667517725399337,-0.8843883665171257,0.3044469783352336,0.46229498958446713,0.4482758620689617
0.0,1.0,0.0,1.0,0.0,1.0,0.30957810718358025,0.22706013993004037,-0.9738807385172739,0.30957810718358025,0.8036830838196287,0.7931034482758552
0.0,0.0,1.0,1.0,1.0,1.0,0.08038768529076393,-0.7693299229924899,-0.6388516804301055,0.08038768529076393,0.734091122239394,0.7327586206896489
1.0,0.0,0.0,1.0,1.0,1.0,0.4469783352337512,-0.3501846105615565,-0.9366807025480193,0.4469783352337512,0.25635653739186615,0.2586206896551702
0.0,1.0,0.0,0.0,0.0,1.0,0.7428734321550737,-0.527317405324075,0.849668378864534,0.7428734321550737,0.074294671030479,0.07758620689655106
0.0,1.0,0.0,0.0,0.0,1.0,0.6562143671607751,0.9845511496907495,0.17509721197844172,0.6562143671607751,0.5229096904587808,0.5172413793103404
1.0,0.0,1.0,1.0,0.0,1.0,0.5205245153933863,0.7792602374623473,0.6267004725625521,0.5205245153933863,0.4930214398878088,0.48275862068965103
0.0,1.0,1.0,0.0,0.0,1.0,0.883124287343215,0.17304179048723037,0.9849144829603093,0.883124287343215,0.4265952943600718,0.4224137931034447
0.0,1.0,0.0,0.0,1.0,1.0,0.7086659064994295,-0.7680407714138422,-0.6404009474118776,0.7086659064994295,0.8050504790932003,0.7931034482758552
1.0,1.0,0.0,0.0,0.0,1.0,0.9156214367160771,0.9741252937538294,-0.22600865485422436,0.9156214367160771,0.1904692864614726,0.18103448275861914
0.0,1.0,1.0,0.0,0.0,1.0,0.5877993158494866,-0.8981887611255402,-0.43960999691518277,0.5877993158494866,0.20532876905781933,0.2155172413793085
1.0,1.0,1.0,0.0,1.0,1.0,0.20524515393386533,-0.7429585742843976,-0.6693374013883397,0.20524515393386533,0.7348542215342216,0.7413793103448212
1.0,0.0,1.0,0.0,0.0,1.0,0.40935005701254257,0.9988886162750119,-0.04713313352825389,0.40935005701254257,-0.0032309287396066963,0.008620689655172339
1.0,1.0,0.0,1.0,1.0,1.0,0.9874572405929299,-0.7787184064700359,0.6273736075296508,0.9874572405929299,0.024763380733693052,0.034482758620689356
1.0,0.0,0.0,0.0,1.0,1.0,0.5798175598631696,-0.6567825823135504,-0.7540799954710007,0.5798175598631696,0.6356085959808099,0.6293103448275809
0.0,0.0,0.0,1.0,1.0,1.0,0.5210946408209803,0.7968061168608528,0.6042350636409054,0.5210946408209803,0.1410346737921775,0.1293103448275851
0.0,1.0,0.0,1.0,1.0,1.0,0.36887115165336354,-0.39493613951210355,0.9187085749612203,0.36887115165336354,0.934457537360491,0.9310344827586127
1.0,0.0,1.0,0.0,0.0,1.0,0.5233751425313566,0.8603805548711589,0.5096521370499653,0.5233751425313566,0.08216254446734231,0.09482758620689574
0.0,0.0,1.0,0.0,0.0,1.0,0.25142531356898506,0.004895044541132419,0.9999880191977004,0.25142531356898506,0.437910415374255,0.4482758620689617
0.0,0.0,0.0,0.0,1.0,1.0,0.005131128848346634,0.2537512146915578,0.967269518305296,0.005131128848346634,0.45241866772607575,0.4482758620689617
1.0,1.0,1.0,1.0,0.0,1.0,0.5946408209806154,-0.993612233139321,-0.11284826164319645,0.5946408209806154,0.9822664923768378,0.9827586206896467
0.0,1.0,0.0,1.0,1.0,1.0,0.5929304446978332,-0.9803421810289107,-0.19730486080043427,0.5929304446978332,0.8084969064851507,0.8103448275862
0.0,1.0,0.0,0.0,0.0,1.0,0.04389965792474342,0.8114387871591106,-0.5844374172601817,0.04389965792474342,0.4439718603244106,0.4396551724137893
0.0,0.0,1.0,0.0,1.0,1.0,0.3962371721778789,0.8205100325267385,0.571632125167026,0.3962371721778789,0.25778655127780903,0.2586206896551702
1.0,1.0,0.0,1.0,1.0,1.0,0.623147092360319,-0.2557002059670702,0.9667561247121211,0.623147092360319,0.13637208789516864,0.1293103448275851
0.0,0.0,0.0,0.0,1.0,1.0,0.5598631698973772,0.27748506989709115,-0.9607299495613774,0.5598631698973772,0.068581039546291,0.06034482758620638
0.0,0.0,1.0,1.0,0.0,1.0,0.36545039908779914,-0.54554223032119,0.8380833341238696,0.36545039908779914,0.2090820742211666,0.20689655172413615
0.0,1.0,1.0,0.0,1.0,1.0,0.4241733181299884,0.7050422127454549,-0.7091653391466569,0.4241733181299884,0.9782057276224285,0.9913793103448191
0.0,0.0,1.0,1.0,1.0,1.0,0.07639680729760544,-0.6274295274606627,-0.7786733513293553,0.07639680729760544,0.6456307263927299,0.6379310344827531
0.0,1.0,1.0,1.0,0.0,1.0,0.6351197263397944,0.3335434504480693,0.9427347276212945,0.6351197263397944,0.8124637806228592,0.8103448275862
0.0,0.0,1.0,0.0,0.0,1.0,0.2759407069555301,0.9427107726728885,0.33361114952364174,0.2759407069555301,0.6664808841516671,0.6810344827586149
0.0,1.0,1.0,0.0,1.0,1.0,0.63169897377423,0.1682185170444536,0.9857497301665189,0.63169897377423,0.8121836747677665,0.8189655172413723
0.0,0.0,0.0,1.0,0.0,1.0,0.736602052451539,-0.763689681056902,0.6455835120626976,0.736602052451539,0.07858996006141553,0.07758620689655106
0.0,1.0,1.0,1.0,1.0,1.0,0.8124287343215503,0.21751499358857113,-0.9760569796708407,0.8124287343215503,0.6839815383483838,0.6810344827586149
0.0,1.0,1.0,0.0,1.0,1.0,0.003990877993158492,0.19822230144480563,0.9801570890474265,0.003990877993158492,0.8159681399364523,0.8017241379310276
0.0,0.0,0.0,0.0,1.0,1.0,0.6710376282782209,0.8445036989779864,-0.5355497198323406,0.6710376282782209,0.09842449627249726,0.09482758620689574
0.0,0.0,1.0,0.0,1.0,1.0,0.8118586088939562,0.2452465994149094,-0.969460729207441,0.8118586088939562,0.15743401932347878,0.15517241379310212
0.0,1.0,0.0,0.0,0.0,1.0,0.2115165336374001,-0.913191827644469,-0.4075299816250996,0.2115165336374001,0.032127165934555,0.02586206896551702
0.0,1.0,1.0,1.0,1.0,1.0,0.5929304446978332,-0.9803421810289107,-0.19730486080043427,0.5929304446978332,0.8594448022380595,0.8534482758620616
1.0,0.0,1.0,1.0,0.0,1.0,0.07639680729760544,-0.6274295274606627,-0.7786733513293553,0.07639680729760544,0.08543097169894587,0.09482758620689574
1.0,1.0,1.0,1.0,1.0,1.0,0.5849486887115163,-0.8266344868511087,-0.5627392159325705,0.5849486887115163,0.3811478482804627,0.37931034482758297
1.0,0.0,0.0,0.0,1.0,1.0,0.6163055872291902,-0.5651764912249002,0.8249700199199425,0.6163055872291902,0.017043860184782655,0.017241379310344678
0.0,0.0,0.0,0.0,0.0,1.0,0.8785632839224625,-0.05410651968262768,0.9985351693995728,0.8785632839224625,0.6932272425129199,0.6982758620689595
1.0,0.0,0.0,1.0,0.0,1.0,0.10946408209806152,-0.7242742132412889,0.6895120477799587,0.10946408209806152,0.5626910917798891,0.5775862068965467
1.0,1.0,0.0,0.0,0.0,1.0,0.5290763968072973,0.9689822214958816,0.2471304401017945,0.5290763968072973,0.07626302061224183,0.0862068965517234
0.0,0.0,0.0,0.0,1.0,1.0,0.8517673888255411,-0.9843994783263017,0.175947910106671,0.8517673888255411,0.43143474034002854,0.4396551724137893
1.0,0.0,1.0,1.0,0.0,1.0,0.6550741163055869,0.9729741456187702,0.23091407916674223,0.6550741163055869,0.3663288105895459,0.3620689655172383
0.0,1.0,1.0,1.0,0.0,1.0,0.005701254275940704,0.28121763476846284,0.9596440183188929,0.005701254275940704,0.5615331143332005,0.5517241379310297
0.0,0.0,1.0,1.0,0.0,1.0,0.18472063854047882,0.187627346642737,-0.98224028566935,0.18472063854047882,0.22775384801454718,0.2155172413793085
1.0,0.0,1.0,1.0,0.0,1.0,0.3084378563283921,0.28218456129843045,-0.9593601374691428,0.3084378563283921,0.02187175318577317,0.008620689655172339
0.0,1.0,0.0,0.0,1.0,1.0,0.1522234891676168,0.970666875533807,0.24042840252648426,0.1522234891676168,0.8080981248823517,0.7931034482758552
0.0,0.0,1.0,1.0,0.0,1.0,0.24515393386545029,-0.3037954991275517,0.9527372642601117,0.24515393386545029,0.18001483669506846,0.18965517241379148
0.0,1.0,1.0,1.0,1.0,1.0,0.5929304446978332,-0.9803421810289107,-0.19730486080043427,0.5929304446978332,0.8594448022380595,0.862068965517234
1.0,0.0,0.0,0.0,0.0,1.0,0.5564424173318127,0.43695717096693915,-0.8994823126335331,0.5564424173318127,0.6376963060202183,0.6379310344827531
1.0,1.0,0.0,0.0,0.0,1.0,0.45153933865450374,-0.552881471966485,-0.8332599102057969,0.45153933865450374,0.8415870997349341,0.8534482758620616
0.0,0.0,0.0,0.0,1.0,1.0,0.58266818700114,-0.7572390396133528,-0.6531378391162521,0.58266818700114,0.2365889505556233,0.24999999999999786
1.0,0.0,0.0,1.0,0.0,1.0,0.9994298745724054,-0.2897721151882884,0.9570956698571494,0.9994298745724054,0.4916084974520657,0.48275862068965103
0.0,1.0,0.0,0.0,1.0,1.0,0.7348916761687567,-0.8160410382128038,0.5779939653253909,0.7348916761687567,0.6407764476408961,0.6379310344827531
0.0,1.0,0.0,0.0,1.0,1.0,0.3124287343215506,0.08641862381285541,-0.9962589128626614,0.3124287343215506,0.9060398947285948,0.9051724137930957
0.0,0.0,1.0,1.0,1.0,1.0,0.23147092360319257,-0.8375723802806664,0.5463263747898125,0.23147092360319257,0.9921474012597962,0.9913793103448191
0.0,1.0,0.0,0.0,0.0,1.0,0.05644241733181297,0.31406511826728445,-0.9494014437990691,0.05644241733181297,0.37561874936451733,0.3706896551724106
0.0,1.0,0.0,0.0,1.0,1.0,0.7029646522234888,-0.5569536923776731,-0.8305435476523048,0.7029646522234888,0.8472944567108761,0.8534482758620616
0.0,0.0,1.0,1.0,1.0,1.0,0.7388825541619153,-0.6852771145298927,0.7282824152082654,0.7388825541619153,0.9741703817866256,0.9741379310344744
1.0,1.0,0.0,1.0,0.0,1.0,0.30900798175598615,0.2547258396708485,-0.9670133125267623,0.30900798175598615,0.8529084256463901,0.8448275862068894
0.0,0.0,0.0,0.0,0.0,1.0,0.16476624857468636,0.9270495512700461,-0.3749388343316895,0.16476624857468636,0.7341673040459984,0.7413793103448212
0.0,1.0,0.0,0.0,0.0,1.0,0.6037628278221205,-0.9417462026384354,0.33632438183409624,0.6037628278221205,0.011861038486720266,0.0
0.0,0.0,0.0,0.0,1.0,1.0,0.5433295324971491,0.8947438350268456,-0.446579746161257,0.5433295324971491,0.10936129267107707,0.09482758620689574
0.0,0.0,1.0,0.0,0.0,1.0,0.4321550741163054,0.3740710209780801,-0.9274000599872833,0.4321550741163054,0.9828802247826931,0.9913793103448191
0.0,0.0,1.0,1.0,1.0,1.0,0.8084378563283918,0.4066751237915575,-0.913572845310718,0.8084378563283918,0.18922921300994433,0.1982758620689638
0.0,0.0,1.0,0.0,0.0,1.0,0.9948688711516529,-0.49864850022360474,0.8668042877286368,0.9948688711516529,0.447172354926186,0.4482758620689617
0.0,1.0,0.0,0.0,0.0,1.0,0.12200684150513107,-0.18182614181739779,0.9833306941979384,0.12200684150513107,-0.004791710769202581,0.008620689655172339
0.0,0.0,1.0,0.0,0.0,1.0,0.36488027366020503,-0.569207984949703,0.8221935720190828,0.36488027366020503,0.45783131279767575,0.4482758620689617
0.0,0.0,0.0,1.0,0.0,1.0,0.9994298745724054,-0.2897721151882884,0.9570956698571494,0.9994298745724054,0.230156612257481,0.24137931034482552
0.0,1.0,0.0,1.0,0.0,1.0,0.5193842645381981,0.7422836805932144,0.6700857687826172,0.5193842645381981,0.5297897680241027,0.5172413793103404
0.0,0.0,0.0,0.0,0.0,1.0,0.8072976054732037,0.45807126727224184,-0.8889154707280114,0.8072976054732037,0.8645344054774482,0.8793103448275786
1.0,0.0,0.0,0.0,1.0,1.0,0.5792474344355756,-0.6350226493467567,-0.7724935176534662,0.5792474344355756,0.6486807995084466,0.6379310344827531
1.0,1.0,0.0,0.0,0.0,1.0,0.9241733181299882,0.7926990975004898,-0.6096131074886014,0.9241733181299882,0.3184492273401748,0.31034482758620424
0.0,0.0,0.0,1.0,1.0,1.0,0.5963511972633977,-0.9996199620864724,-0.027566853252408763,0.5963511972633977,1.006349643683378,0.9913793103448191
0.0,0.0,0.0,0.0,0.0,1.0,0.6630558722919039,0.9862419164150571,-0.1653084459607419,0.6630558722919039,0.7257156857449284,0.7327586206896489
0.0,0.0,1.0,1.0,0.0,1.0,0.9874572405929299,-0.7787184064700359,0.6273736075296508,0.9874572405929299,0.48999032524828434,0.48275862068965103
0.0,0.0,1.0,1.0,1.0,1.0,0.14196123147092354,0.7276407280406604,0.6859584323386206,0.14196123147092354,0.33315226206042253,0.31896551724137656
0.0,0.0,1.0,0.0,0.0,1.0,0.15165336374002272,0.9634197275472407,0.2679970682168013,0.15165336374002272,0.6858375437727375,0.6896551724137872
1.0,0.0,0.0,0.0,1.0,1.0,0.1522234891676168,0.970666875533807,0.24042840252648426,0.1522234891676168,0.7501047748269385,0.7499999999999936
0.0,1.0,1.0,1.0,1.0,1.0,0.5245153933865447,0.8880234559493955,0.45979815319734807,0.5245153933865447,0.7554720196870363,0.7499999999999936
0.0,1.0,1.0,1.0,1.0,1.0,0.17274800456100334,0.7085051616962412,-0.7057056297421632,0.17274800456100334,0.6702488561297615,0.6637931034482701
0.0,0.0,1.0,1.0,0.0,1.0,0.30900798175598615,0.2547258396708485,-0.9670133125267623,0.30900798175598615,0.2983865812459249,0.31034482758620424
0.0,1.0,0.0,0.0,0.0,1.0,0.05758266818700111,0.2594563610876093,-0.9657548326004776,0.05758266818700111,0.3647051952784808,0.3620689655172383
0.0,1.0,0.0,0.0,1.0,1.0,0.7405929304446974,-0.6205668051844071,0.7841535820891327,0.7405929304446974,0.6297045974419253,0.6206896551724085
0.0,1.0,0.0,0.0,1.0,1.0,0.364310148232611,-0.5924112282173343,0.8056357344867652,0.364310148232611,0.6138493864293951,0.6206896551724085
0.0,1.0,1.0,1.0,1.0,1.0,0.5917901938426451,-0.9675065868465947,-0.2528458115303731,0.5917901938426451,0.8533947462986585,0.8534482758620616
0.0,1.0,0.0,0.0,0.0,1.0,0.7348916761687567,-0.8160410382128038,0.5779939653253909,0.7348916761687567,0.039494433749310554,0.02586206896551702
1.0,0.0,1.0,0.0,1.0,1.0,0.6567844925883691,0.989141842616651,0.14696399281775238,0.6567844925883691,0.488955708099572,0.4999999999999957
0.0,0.0,1.0,0.0,0.0,1.0,0.8118586088939562,0.2452465994149094,-0.969460729207441,0.8118586088939562,0.9868509745456342,0.9741379310344744
0.0,1.0,0.0,1.0,1.0,1.0,0.850057012542759,-0.9958305073549115,0.09122280757167718,0.850057012542759,0.8566294139185995,0.8534482758620616
0.0,0.0,1.0,1.0,1.0,1.0,0.005701254275940704,0.28121763476846284,0.9596440183188929,0.005701254275940704,0.5759013458977627,0.5689655172413745
1.0,1.0,1.0,1.0,0.0,1.0,0.8546180159635115,-0.9494239950850418,0.3139969387697254,0.8546180159635115,0.9289037798964336,0.9224137931034404
0.0,1.0,0.0,0.0,1.0,1.0,0.9179019384264533,0.9420846511627138,-0.3353751780374152,0.9179019384264533,0.9132025451587535,0.913793103448268
0.0,1.0,1.0,1.0,0.0,1.0,0.8842645381984032,0.22888270060618407,0.9734540098860449,0.8842645381984032,0.9243012369381973,0.9224137931034404
1.0,0.0,1.0,0.0,1.0,1.0,0.24344355758266806,-0.38406296089082403,0.9233069056775073,0.24344355758266806,0.07410650834377419,0.06896551724137871
0.0,1.0,1.0,0.0,1.0,1.0,0.534777651083238,0.9993754305605912,-0.03533763987356047,0.534777651083238,0.9816366381843208,0.9827586206896467
0.0,0.0,1.0,1.0,0.0,1.0,0.6567844925883691,0.989141842616651,0.14696399281775238,0.6567844925883691,0.5602309622767295,0.5517241379310297
0.0,0.0,0.0,1.0,0.0,1.0,0.3443557582668185,-0.9981418028015875,-0.06093391091992166,0.3443557582668185,0.07640830912345252,0.06896551724137871
0.0,1.0,1.0,0.0,0.0,1.0,0.6305587229190419,0.11177554198900935,0.9937334794667346,0.6305587229190419,0.3067406356163676,0.31896551724137656
0.0,0.0,1.0,1.0,1.0,1.0,0.9196123147092355,0.9099958565815759,-0.4146173428649165,0.9196123147092355,0.0670506100210615,0.06034482758620638
1.0,0.0,1.0,0.0,1.0,1.0,0.8118586088939562,0.2452465994149094,-0.969460729207441,0.8118586088939562,0.5028190154383653,0.4999999999999957
0.0,0.0,0.0,1.0,0.0,1.0,0.6163055872291902,-0.5651764912249002,0.8249700199199425,0.6163055872291902,0.07214365425815705,0.07758620689655106
0.0,0.0,1.0,0.0,0.0,1.0,0.4395667046750283,0.01281299076061647,-0.9999179102645219,0.4395667046750283,0.9848447295933302,0.9827586206896467
0.0,0.0,1.0,1.0,0.0,1.0,0.05245153933865448,0.49602569127707,-0.8683078449450429,0.05245153933865448,0.20146031055021327,0.1982758620689638
0.0,0.0,0.0,1.0,0.0,1.0,0.8540478905359175,-0.9579879364124995,0.2868084965410215,0.8540478905359175,0.13073910497494687,0.1293103448275851
0.0,0.0,0.0,0.0,0.0,1.0,0.8078677309007978,0.43254892988515686,-0.9016104609282245,0.8078677309007978,0.8683608461715983,0.8706896551724064
1.0,0.0,1.0,1.0,0.0,1.0,0.8511972633979471,-0.9890144798201947,0.14781866832707322,0.8511972633979471,0.32046649250499476,0.31034482758620424
0.0,0.0,0.0,1.0,0.0,1.0,0.41106043329532477,0.9912123137893462,-0.13228056921698916,0.41106043329532477,0.7987380133884577,0.8103448275862
0.0,1.0,0.0,0.0,1.0,1.0,0.7348916761687567,-0.8160410382128038,0.5779939653253909,0.7348916761687567,0.6407764476408961,0.6293103448275809
1.0,1.0,0.0,0.0,0.0,1.0,0.8517673888255411,-0.9843994783263017,0.175947910106671,0.8517673888255411,0.9388547613796688,0.9310344827586127
1.0,0.0,1.0,0.0,1.0,1.0,0.9515393386545035,-0.4377342622383299,-0.8991043964204962,0.9515393386545035,0.32458988752203993,0.33620689655172126
0.0,0.0,1.0,0.0,0.0,1.0,0.818129988597491,-0.06574747273034279,-0.9978362941031824,0.818129988597491,0.9792266080437511,0.9913793103448191
1.0,0.0,1.0,0.0,0.0,1.0,0.01311288483466362,0.6096700314507892,0.7926553177458623,0.01311288483466362,0.14651879564673503,0.15517241379310212
1.0,1.0,0.0,0.0,0.0,1.0,0.9503990877993154,-0.3857905798928956,-0.9225863799481885,0.9503990877993154,0.8523026644349068,0.862068965517234
1.0,0.0,1.0,0.0,1.0,1.0,0.1174458380843785,-0.3994285272550497,0.9167643381015984,0.1174458380843785,0.08161679968471092,0.06896551724137871
1.0,0.0,0.0,0.0,1.0,1.0,0.9817559863169892,-0.9237209827494377,0.38306598129880054,0.9817559863169892,0.018925074474015202,0.02586206896551702
1.0,1.0,0.0,0.0,0.0,1.0,0.5279361459521091,0.9533259403763862,0.3019431261106624,0.5279361459521091,0.07520963505116209,0.0862068965517234
0.0,1.0,0.0,0.0,1.0,1.0,0.8204104903078673,-0.17885249708590853,-0.9838758988236956,0.8204104903078673,0.9033511513912891,0.913793103448268
1.0,1.0,1.0,0.0,0.0,1.0,0.009692132269099197,0.46586030416237095,0.8848582807465515,0.009692132269099197,0.8193700487067301,0.8103448275862
1.0,1.0,1.0,0.0,0.0,1.0,0.40877993158494846,0.9998261994970584,-0.01864325076988786,0.40877993158494846,0.9294981968331733,0.939655172413785
1.0,0.0,1.0,1.0,0.0,1.0,0.7462941847206381,-0.3750054069121549,0.9270226236649508,0.7462941847206381,0.5656210602157985,0.5603448275862021
0.0,0.0,0.0,1.0,1.0,1.0,0.1362599771949828,0.5053724642576731,0.8629013109099596,0.1362599771949828,0.27176028490498233,0.26724137931034253
0.0,1.0,0.0,0.0,1.0,1.0,0.25142531356898506,0.004895044541132419,0.9999880191977004,0.25142531356898506,0.6324219435348506,0.6293103448275809
0.0,0.0,0.0,0.0,1.0,1.0,0.1020524515393386,-0.9248202239088162,0.38040446034352293,0.1020524515393386,0.45536917982374503,0.4482758620689617
1.0,0.0,0.0,0.0,1.0,1.0,0.15165336374002272,0.9634197275472407,0.2679970682168013,0.15165336374002272,0.7373248024807163,0.7499999999999936
0.0,0.0,0.0,0.0,0.0,1.0,0.9663625997719494,-0.929936523411966,-0.36772008705599146,0.9663625997719494,0.9363690602111938,0.9310344827586127
0.0,0.0,0.0,0.0,1.0,1.0,0.6750285062713793,0.7215883892767643,-0.6923223212210949,0.6750285062713793,0.07931804761879913,0.06896551724137871
1.0,0.0,0.0,1.0,0.0,1.0,0.7075256556442414,-0.7303017678251892,-0.6831246796240081,0.7075256556442414,0.5307566209250238,0.5172413793103404
1.0,1.0,1.0,0.0,1.0,1.0,0.07582668187001136,-0.6049805500109895,-0.7962402489879551,0.07582668187001136,0.6793029808080682,0.6724137931034425
0.0,1.0,1.0,0.0,1.0,1.0,0.5393386545039905,0.9655115778457666,-0.26036012184237944,0.5393386545039905,0.9893389593238789,0.9913793103448191
0.0,1.0,1.0,0.0,0.0,1.0,0.5889395667046747,-0.9217791148335941,-0.3877154413440296,0.5889395667046747,0.2067052590200189,0.1982758620689638
1.0,0.0,0.0,0.0,1.0,1.0,0.5809578107183577,-0.6986841898427932,-0.7154302222185751,0.5809578107183577,0.6091458383829029,0.6120689655172361
1.0,0.0,1.0,1.0,0.0,1.0,0.1060433295324971,-0.8310644509494922,0.5561761217168703,0.1060433295324971,0.48740571343797223,0.4999999999999957
0.0,0.0,0.0,1.0,0.0,1.0,0.8044469783352334,0.5796960174585051,-0.8148328217142142,0.8044469783352334,0.9260206720423845,0.9224137931034404
1.0,0.0,0.0,1.0,1.0,1.0,0.30558722919042175,0.4155994871141912,-0.9095477262411363,0.30558722919042175,0.13328741233386812,0.13793103448275743
0.0,1.0,0.0,1.0,0.0,1.0,0.2799315849486886,0.990133816602932,0.1401250342348268,0.2799315849486886,0.7722004423576684,0.7586206896551659
1.0,1.0,0.0,1.0,1.0,1.0,0.6955530216647658,-0.21835833595709722,-0.9758686577188795,0.6955530216647658,0.09179546637669245,0.07758620689655106
1.0,1.0,0.0,0.0,0.0,1.0,0.08209806157354614,-0.8210856710623479,-0.5708049761311599,0.08209806157354614,0.8670461499171406,0.8534482758620616
1.0,1.0,0.0,1.0,0.0,1.0,0.2160775370581527,-0.9816822449212584,-0.19052551011966434,0.2160775370581527,0.960819376617179,0.9655172413793021
0.0,0.0,1.0,1.0,1.0,1.0,0.599201824401368,-0.9933992574217705,0.11470795680280807,0.599201824401368,0.9887198572378162,0.9827586206896467
0.0,1.0,0.0,1.0,1.0,1.0,0.6208665906499427,-0.3640354670867998,0.9313850861501356,0.6208665906499427,0.9117203804891862,0.9224137931034404
0.0,0.0,1.0,1.0,1.0,1.0,0.05701254275940704,0.28687729110488874,-0.9579673375686257,0.05701254275940704,0.21227290317250236,0.2155172413793085
0.0,0.0,1.0,0.0,0.0,1.0,0.8779931584948684,-0.08254519708721976,0.9965873220334642,0.8779931584948684,0.4325890820712575,0.4396551724137893
1.0,1.0,0.0,1.0,0.0,1.0,0.45324971493728594,-0.6220335357315394,-0.7829906004706058,0.45324971493728594,0.9773492222227402,0.9741379310344744
0.0,1.0,0.0,0.0,1.0,1.0,0.8557582668186997,-0.9299893274603646,0.3675865215290391,0.8557582668186997,0.6642387582461775,0.6637931034482701
1.0,0.0,0.0,1.0,1.0,1.0,0.850057012542759,-0.9958305073549115,0.09122280757167718,0.850057012542759,0.7413208516232769,0.7327586206896489
0.0,0.0,0.0,0.0,0.0,1.0,0.40877993158494846,0.9998261994970584,-0.01864325076988786,0.40877993158494846,0.6963745977733418,0.6896551724137872
1.0,1.0,0.0,1.0,1.0,1.0,0.36545039908779914,-0.54554223032119,0.8380833341238696,0.36545039908779914,0.2042879444947709,0.18965517241379148
1.0,1.0,1.0,0.0,1.0,1.0,0.946978335233751,-0.22313264039487787,-0.9747880922489822,0.946978335233751,0.6094222875885826,0.6034482758620638
1.0,0.0,0.0,0.0,0.0,1.0,0.09407069555302161,-0.9999608018030619,-0.008854087043712627,0.09407069555302161,0.4394032187169421,0.4482758620689617
0.0,1.0,1.0,0.0,1.0,1.0,0.4486887115165334,-0.4289110780569238,-0.9033467147889824,0.4486887115165334,0.8338631431421683,0.8189655172413723
0.0,0.0,0.0,1.0,1.0,1.0,0.9868871151653359,-0.7962836919709573,0.6049233686187878,0.9868871151653359,0.9212855884170438,0.9310344827586127
0.0,0.0,0.0,0.0,1.0,1.0,0.10034207525655639,-0.9539325626550703,0.30002110910122737,0.10034207525655639,0.44205907352035767,0.456896551724134
0.0,1.0,0.0,0.0,1.0,1.0,0.307867730900798,0.3094139931603835,-0.9509274319508016,0.307867730900798,0.9181103194221056,0.913793103448268
1.0,1.0,1.0,0.0,0.0,1.0,0.2776510832383123,0.9677608977996855,0.2518706904146389,0.2776510832383123,0.9224548518636434,0.9224137931034404
0.0,1.0,1.0,1.0,0.0,1.0,0.2810718358038767,0.9965096294107889,0.08347789223244712,0.2810718358038767,0.498868276714613,0.49137931034482335
1.0,0.0,0.0,1.0,1.0,1.0,0.07582668187001136,-0.6049805500109895,-0.7962402489879551,0.07582668187001136,0.26693502935955193,0.2586206896551702
1.0,1.0,1.0,0.0,0.0,1.0,0.5239452679589507,0.8745573172696256,0.48492215747494494,0.5239452679589507,0.9020779815862457,0.9051724137930957
0.0,0.0,0.0,1.0,0.0,1.0,0.08152793614595207,-0.8044827655451643,-0.593975992731023,0.08152793614595207,0.21115369587524668,0.1982758620689638
0.0,1.0,0.0,0.0,0.0,1.0,0.5929304446978332,-0.9803421810289107,-0.19730486080043427,0.5929304446978332,0.0752308759261601,0.0862068965517234
0.0,0.0,1.0,1.0,0.0,1.0,0.534777651083238,0.9993754305605912,-0.03533763987356047,0.534777651083238,0.5020317616134767,0.49137931034482335
1.0,1.0,1.0,1.0,1.0,1.0,0.9503990877993154,-0.3857905798928956,-0.9225863799481885,0.9503990877993154,0.2652593007707148,0.27586206896551485
1.0,1.0,0.0,1.0,1.0,1.0,0.0017103762827822113,0.08541461240454672,0.9963454942878905,0.0017103762827822113,0.31448239359433117,0.31034482758620424
0.0,1.0,0.0,0.0,0.0,1.0,0.8557582668186997,-0.9299893274603646,0.3675865215290391,0.8557582668186997,0.0694231772844382,0.06034482758620638
0.0,0.0,0.0,0.0,0.0,1.0,0.834663625997719,-0.7786282921730497,-0.6274854441560219,0.834663625997719,0.9473634230305027,0.939655172413785
1.0,1.0,1.0,1.0,1.0,1.0,0.5228050171037626,0.8455046881174656,0.5339679975161314,0.5228050171037626,0.017240205485020067,0.017241379310344678
0.0,1.0,0.0,0.0,1.0,1.0,0.36887115165336354,-0.39493613951210355,0.9187085749612203,0.36887115165336354,0.6152269377616669,0.6293103448275809
