label,t,f_up_0,f_up_1,f_up_2,f_up_3,f_up_4,f_up_5,f_up_6,f_up_7,f_down_0,f_down_1,f_down_2,f_down_3,f_down_4,f_down_5,f_down_6,f_down_7
0,0.28073280732807326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.3038430384303843,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1,0.13266132661326613,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
1,0.13359133591335914,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0
0,0.37871378713787135,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0.2880928809288093,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0.06188061880618806,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0
1,0.3975139751397514,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
0,0.25553255532555325,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.3872238722387224,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
0,0.07187071870718707,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,0.37572375723757234,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,0.18972189721897217,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
1,0.008540085400854009,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
0,0.36344363443634436,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0.008380083800838009,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0.14903149031490315,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0.027020270202702028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.2862428624286243,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.06253062530625306,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0.34914349143491435,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0.1908319083190832,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1
0,0.3811738117381174,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,0.1076710767107671,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0
1,0.18647186471864718,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,0.3445134451344513,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0.33287332873328734,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0.25060250602506023,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.08315083150831508,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1,0.3304433044330443,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0.26642266422664224,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0.23541235412354122,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0,0.002120021200212002,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
1,0.06126061260612606,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0.2020720207202072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.3196131961319613,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0.3998939989399894,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0
0,0.19730197301973018,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0
1,0.25321253212532124,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
1,0.22648226482264822,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1
1,0.2102121021210212,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,0.36797367973679734,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
0,0.3068430684306843,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0.2885528855288553,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,0.2874528745287453,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0.22819228192281923,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.23063230632306322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.35980359803598033,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1,0.12044120441204412,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0.3104231042310423,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0.25277252772527725,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0.39819398193981936,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0.14983149831498316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.012470124701247013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.02870028700287003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0.38726387263872636,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.17557175571755718,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0,0.006490064900649006,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
1,0.3346033460334603,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.04131041310413104,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,0.24547245472454723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.25846258462584626,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1,0.1943119431194312,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1
0,0.3328533285332853,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,0.012150121501215012,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0.011690116901169011,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
0,0.33618336183361835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.3989839898398984,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
0,0.1880018800188002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0006700067000670007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.2161521615216152,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0.2067420674206742,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0.025490254902549025,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0.22846228462284623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.12465124651246512,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.24591245912459125,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0.00024000240002400024,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,0.041240412404124044,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,0.1993619936199362,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0.21810218102181023,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
0,0.034230342303423034,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0.26065260652606526,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0.03928039280392804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.2999729997299973,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0
1,0.14857148571485715,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0.07841078410784108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.11093110931109311,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,0.3100531005310053,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.07246072460724608,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
0,0.35283352833528336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0.3675536755367554,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,0.31460314603146033,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
1,0.37691376913769137,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1,0.2050920509205092,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0.17844178441784417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.24104241042410424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.15851158511585114,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0,0.2818228182281823,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,0.3287832878328783,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
0,0.36692366923669234,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0.2906029060290603,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
1,0.019480194801948018,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.17809178091780917,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,0.09044090440904409,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
1,0.2922229222292223,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0.013660136601366014,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,0.017730177301773016,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
1,0.15153151531515316,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0.03486034860348603,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
1,0.3303433034330343,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0,0.3814038140381404,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0.3025230252302523,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0.14056140561405614,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
1,0.13446134461344614,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,0.2996529965299653,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1,0.25017250172501726,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1
0,0.2128021280212802,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0
1,0.23628236282362824,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
1,0.11232112321123211,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1
1,0.0984009840098401,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,0.3900539005390054,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
0,0.07007070070700706,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0.22767227672276721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0.32143321433214334,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0.04567045670456704,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
0,0.08184081840818408,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0965109651096511,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0.3712037120371204,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0.07223072230722308,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0.08056080560805608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.06826068260682606,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0.2074320743207432,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0.3274532745327453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0.3344133441334413,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0.006170061700617006,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0.08060080600806008,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0.22091220912209122,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0
0,0.38501385013850137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.1999019990199902,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0.3275232752327523,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0.16621166211662117,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0.24083240832408323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.04075040750407504,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1,0.22199221992219922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.1089910899108991,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0.024830248302483024,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
0,0.08254082540825408,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.21333213332133322,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
1,0.3095130951309513,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1,0.35315353153531537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.2227922279222792,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0
1,0.3913239132391324,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
1,0.18497184971849717,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1,0.007990079900799007,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,0.0039000390003900037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.3646936469364694,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.10568105681056811,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0,0.08028080280802807,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0.013140131401314013,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0.36004360043600436,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0.15029150291502916,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0.22598225982259823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.07068070680706807,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
0,0.2805528055280553,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0,0.22229222292222922,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
0,0.17939179391793916,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1,0.2094820948209482,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,0.1811218112181122,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
0,0.39441394413944136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.27219272192721927,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0.16592165921659216,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.02951029510295103,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
0,0.32334323343233434,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1,0.037400374003740036,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0.007250072500725007,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0.22883228832288321,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1,0.07126071260712608,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0.16579165791657915,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.14189141891418913,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0,0.016160161601616017,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0.3927139271392714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.38745387453874536,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0.25260252602526023,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,0.04312043120431204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.16169161691616915,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0.14062140621406213,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
0,0.10970109701097011,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0.27606276062760626,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1,0.06089060890608906,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0
1,0.27815278152781525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0009800098000980009,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1,0.27259272592725925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.025520255202552026,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0.022060220602206023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0.12444124441244413,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0.2143621436214362,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0.16581165811658116,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0
0,0.19104191041910418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.3191231912319123,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0.15991159911599115,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1,0.23967239672396723,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
0,0.3308833088330883,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0.1839518395183952,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0,0.007870078700787007,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
0,0.24791247912479125,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0.004160041600416004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.02125021250212502,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0.03853038530385304,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0.3013130131301313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.3157931579315793,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1,0.15334153341533416,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,0.07477074770747708,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0.16146161461614617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.23917239172391724,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
0,0.027780277802778027,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0.07631076310763107,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0.3136731367313673,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
0,0.28426284262842627,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0.14946149461494615,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0
1,0.2958829588295883,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
0,0.39152391523915236,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1,0.3299632996329963,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0
0,0.06423064230642306,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.016780167801678018,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0.14901149011490114,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1,0.03798037980379804,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,0.17763177631776317,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0.2903429034290343,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.05065050650506505,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.37563375633756335,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1
0,0.04947049470494705,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0.34647346473464735,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0.13192131921319214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0.06135061350613506,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0
0,0.3771737717377174,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
0,0.30764307643076433,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
0,0.05420054200542005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.3318333183331833,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,0.35370353703537033,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
1,0.3287532875328753,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0.17327173271732718,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
0,0.22858228582285822,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1,0.21357213572135722,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,0.3269532695326953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.08577085770857708,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
0,0.06722067220672207,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0.0956109561095611,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,0.002920029200292003,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1,0.23943239432394323,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0,0.35632356323563236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.11597115971159712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0.03515035150351503,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0.28400284002840026,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0.2680326803268033,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0.14200142001420013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.3854938549385494,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0.1065210652106521,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,0.25891258912589127,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0.2732527325273253,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0.05101051010510105,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0
0,0.25456254562545627,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0.2892728927289273,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0.24752247522475224,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,0.18761187611876118,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0.21991219912199123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.2944829448294483,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0.3097830978309783,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.14794147941479416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.03393033930339304,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.25340253402534024,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.08560085600856009,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0.19622196221962218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.06804068040680407,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,0.33424334243342435,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
1,0.3840438404384044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0.2995529955299553,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0.2764227642276423,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1,0.34600346003460036,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,0.14146141461414613,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,0.33823338233382333,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.04762047620476205,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0.12377123771237712,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
0,0.21257212572125722,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,0.2985529855298553,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1,0.06709067090670906,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,0.3343233432334323,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0
1,0.3853038530385304,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0.08763087630876308,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,0.04936049360493605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0.17061170611706117,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1,0.3625636256362564,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,0.03140031400314003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.2599025990259903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.11046110461104611,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0.2170121701217012,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
1,0.3195031950319503,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,0.18067180671806718,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
0,0.13526135261352612,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0.17107171071710717,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
0,0.3515735157351573,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1,0.06610066100661006,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
1,0.23687236872368722,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0.03347033470334703,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,0.3928739287392874,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0.18782187821878218,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0.17666176661766617,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0.3195631956319563,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0.05235052350523505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.1917519175191752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.026560265602656025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.10884108841088411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.23657236572365722,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,0.3989039890398904,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1
1,0.2712827128271283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.2782027820278203,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
1,0.03897038970389704,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0.3016130161301613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.022020220202202023,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0.006660066600666007,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0,0.013250132501325012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.07919079190791908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.2939129391293913,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,0.1954219542195422,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
